,predictor,AIC
305,['ageph' 'lat' 'long' 'agecar' 'sexp' 'split' 'sportc' 'powerc'],310910.13184223924
306,['ageph' 'lat' 'long' 'agecar' 'sexp' 'split' 'coverp' 'powerc'],310985.8608679208
307,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp'],310975.24496919324
308,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fleetc' 'sportc' 'powerc'],311053.2115065317
309,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fleetc' 'coverp' 'powerc'],311109.23237147316
310,['ageph' 'lat' 'long' 'agecar' 'sexp' 'sportc' 'coverp' 'powerc'],310977.8720909389
311,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc'],311056.91276202997
312,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp'],311071.12333650084
313,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'fleetc' 'powerc'],311050.2043513923
314,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'sportc' 'coverp'],310906.075165453
315,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'sportc' 'powerc'],310990.4665538616
316,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'coverp' 'powerc'],311029.7844276534
317,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp'],311045.3383223941
318,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'fleetc' 'sportc' 'powerc'],311136.3645165321
319,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'fleetc' 'coverp' 'powerc'],311157.46266339667
320,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'sportc' 'coverp' 'powerc'],311040.33582243195
321,['ageph' 'lat' 'long' 'agecar' 'split' 'fleetc' 'sportc' 'coverp'],310882.6294248025
322,['ageph' 'lat' 'long' 'agecar' 'split' 'fleetc' 'sportc' 'powerc'],310962.60705164407
323,['ageph' 'lat' 'long' 'agecar' 'split' 'fleetc' 'coverp' 'powerc'],311008.39497732813
324,['ageph' 'lat' 'long' 'agecar' 'split' 'sportc' 'coverp' 'powerc'],310876.4074566489
325,['ageph' 'lat' 'long' 'agecar' 'fleetc' 'sportc' 'coverp' 'powerc'],311011.90982953896
326,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'],311154.7340312812
327,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'sportc'],311038.89743072644
328,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'coverp'],311088.54520981497
329,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'powerc'],311050.7911639959
330,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'],311163.94428437203
331,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp'],311200.50992828957
332,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'fleetc' 'powerc'],311163.17711223994
333,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp'],311007.8832000848
334,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'sportc' 'powerc'],311096.30497483525
335,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'coverp' 'powerc'],311158.68714439444
336,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'fleetc' 'sportc'],311015.1461573927
337,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'fleetc' 'coverp'],311078.3592214818
338,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'fleetc' 'powerc'],311027.2377963275
339,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'sportc' 'coverp'],310864.33950432093
340,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'sportc' 'powerc'],310954.3046396135
341,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'coverp' 'powerc'],311033.87493461225
342,['ageph' 'lat' 'long' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp'],310989.4575446605
343,['ageph' 'lat' 'long' 'usec' 'sexp' 'fleetc' 'sportc' 'powerc'],311072.11073070625
344,['ageph' 'lat' 'long' 'usec' 'sexp' 'fleetc' 'coverp' 'powerc'],311141.48467815237
345,['ageph' 'lat' 'long' 'usec' 'sexp' 'sportc' 'coverp' 'powerc'],310983.05454769963
346,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'],311120.6009760754
347,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'fleetc' 'coverp'],311123.57420913083
348,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'fleetc' 'powerc'],311103.52983252076
349,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'sportc' 'coverp'],310929.7885884787
350,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'sportc' 'powerc'],311042.29499082814
351,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'coverp' 'powerc'],311074.9483758086
352,['ageph' 'lat' 'long' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp'],311058.69917936204
353,['ageph' 'lat' 'long' 'usec' 'fuelc' 'fleetc' 'sportc' 'powerc'],311160.8578636472
354,['ageph' 'lat' 'long' 'usec' 'fuelc' 'fleetc' 'coverp' 'powerc'],311186.4220877703
355,['ageph' 'lat' 'long' 'usec' 'fuelc' 'sportc' 'coverp' 'powerc'],311045.02095512435
356,['ageph' 'lat' 'long' 'usec' 'split' 'fleetc' 'sportc' 'coverp'],310915.8323718433
357,['ageph' 'lat' 'long' 'usec' 'split' 'fleetc' 'sportc' 'powerc'],311021.0239718019
358,['ageph' 'lat' 'long' 'usec' 'split' 'fleetc' 'coverp' 'powerc'],311061.52500174486
359,['ageph' 'lat' 'long' 'usec' 'split' 'sportc' 'coverp' 'powerc'],310903.39391783613
360,['ageph' 'lat' 'long' 'usec' 'fleetc' 'sportc' 'coverp' 'powerc'],311028.3415137972
361,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311056.97344397864
362,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311110.8104026556
363,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311065.31168823695
364,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],310911.1846292514
365,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],310997.4421618214
366,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311074.3549857038
367,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311036.05259719264
368,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311117.7024559176
369,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311183.9165191048
370,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],311039.56937813037
371,['ageph' 'lat' 'long' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],310887.6246906938
372,['ageph' 'lat' 'long' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],310968.83212205925
373,['ageph' 'lat' 'long' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311053.6347967641
374,['ageph' 'lat' 'long' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],310888.63363481313
375,['ageph' 'lat' 'long' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],311010.0159876404
376,['ageph' 'lat' 'long' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],310957.93524785683
377,['ageph' 'lat' 'long' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311060.8511268319
378,['ageph' 'lat' 'long' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311098.7303645092
379,['ageph' 'lat' 'long' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],310950.91275799717
380,['ageph' 'lat' 'long' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311076.0199697776
381,['ageph' 'lat' 'long' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],310929.9900040568
382,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'],311082.5307831621
383,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc'],310965.74530151405
384,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'coverp'],311013.9507034986
385,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'powerc'],310990.35745384556
386,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'],311115.9098793938
387,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp'],311140.37700900686
388,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'powerc'],311128.13649240194
389,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp'],310963.47122641996
390,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'powerc'],311054.9905735666
391,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'coverp' 'powerc'],311101.3170953945
392,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc'],310948.9040767056
393,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'coverp'],311005.66182482435
394,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'powerc'],310971.0793086703
395,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'coverp'],310811.81895662245
396,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'powerc'],310891.5921726251
397,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'coverp' 'powerc'],310963.5888351753
398,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp'],310946.1120433214
399,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'powerc'],311031.8469180773
400,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fleetc' 'coverp' 'powerc'],311084.49061159487
401,['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'sportc' 'coverp' 'powerc'],310938.0138889879
402,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'],311034.89818001597
403,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'coverp'],311048.19369365746
404,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'powerc'],311034.65701851744
405,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'coverp'],310873.3408388075
406,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'powerc'],310968.0394885787
407,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'coverp' 'powerc'],311004.51249539404
408,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp'],311011.5480258006
409,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'powerc'],311110.444900036
410,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'fleetc' 'coverp' 'powerc'],311129.19736982917
411,['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'sportc' 'coverp' 'powerc'],310998.41069648135
412,['ageph' 'lat' 'long' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'coverp'],310859.48469755315
413,['ageph' 'lat' 'long' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'powerc'],310946.8196132468
414,['ageph' 'lat' 'long' 'agecar' 'usec' 'split' 'fleetc' 'coverp' 'powerc'],310990.6097232146
415,['ageph' 'lat' 'long' 'agecar' 'usec' 'split' 'sportc' 'coverp' 'powerc'],310847.20290113514
416,['ageph' 'lat' 'long' 'agecar' 'usec' 'fleetc' 'sportc' 'coverp' 'powerc'],310980.7281225096
417,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],310985.26156819676
418,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311035.4172137489
419,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311006.4987311596
420,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],310855.7152605086
421,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],310934.88301019714
422,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311002.13977768616
423,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],310992.65174164885
424,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311080.24766233074
425,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311127.86909540516
426,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],310995.20283452555
427,['ageph' 'lat' 'long' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],310833.4184291877
428,['ageph' 'lat' 'long' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],310906.89850460377
429,['ageph' 'lat' 'long' 'agecar' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],310981.94249147177
430,['ageph' 'lat' 'long' 'agecar' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],310832.8437452838
431,['ageph' 'lat' 'long' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],310965.7100728085
432,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],310900.0338449651
433,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],310988.5961535919
434,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311027.17145492637
435,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],310893.81281993835
436,['ageph' 'lat' 'long' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311030.52303725906
437,['ageph' 'lat' 'long' 'agecar' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],310872.0272013679
438,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],311039.9872300326
439,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],311088.0316604304
440,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],311053.83802891115
441,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],310878.17207460274
442,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],310980.0148388755
443,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],311047.57800248556
444,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],311004.86766552407
445,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],311098.7250189359
446,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],311157.0984787121
447,['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],310998.31293478794
448,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],310865.1844211073
449,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],310956.9617701984
450,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],311035.6203103163
451,['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],310858.40947688784
452,['ageph' 'lat' 'long' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],310980.9224014961
453,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],310931.60953363846
454,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],311045.84869512887
455,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311077.82185417664
456,['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],310918.9728466566
457,['ageph' 'lat' 'long' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311044.52253080247
458,['ageph' 'lat' 'long' 'usec' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],310906.0264152456
459,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],310902.6084730279
460,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],310996.08146339864
461,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],311068.855442564
462,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],310903.15756241785
463,['ageph' 'lat' 'long' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],311026.11060715927
464,['ageph' 'lat' 'long' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],310881.4219631764
465,['ageph' 'lat' 'long' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],310946.0604980797
466,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'
 'sportc']",310967.0448086145
467,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'
 'coverp']",311015.0122704966
468,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'
 'powerc']",310993.0147891872
469,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc'
 'coverp']",310826.0161167454
470,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc'
 'powerc']",310914.26373235707
471,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'coverp'
 'powerc']",310978.3927099923
472,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'
 'coverp']",310962.31339184864
473,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'
 'powerc']",311056.79517641565
474,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'coverp'
 'powerc']",311101.5852386989
475,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'sportc' 'coverp'
 'powerc']",310955.3725601786
476,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc'
 'coverp']",310813.68631416844
477,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc'
 'powerc']",310893.9991215192
478,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'coverp'
 'powerc']",310966.35746861104
479,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'sportc' 'coverp'
 'powerc']",310806.25393644965
480,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fleetc' 'sportc' 'coverp'
 'powerc']",310937.67944572394
481,"['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'
 'coverp']",310875.8676602014
482,"['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'
 'powerc']",310970.97489691613
483,"['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'coverp'
 'powerc']",311008.02919536066
484,"['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'sportc' 'coverp'
 'powerc']",310864.7019804488
485,"['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'fleetc' 'sportc' 'coverp'
 'powerc']",310999.2700216641
486,"['ageph' 'lat' 'long' 'agecar' 'usec' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310850.44191015157
487,"['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'
 'coverp']",310849.3113906915
488,"['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'
 'powerc']",310932.30450822273
489,"['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'
 'powerc']",310998.8575412492
490,"['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'
 'powerc']",310849.72215846577
491,"['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'
 'powerc']",310984.52395651414
492,"['ageph' 'lat' 'long' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310827.85117130104
493,"['ageph' 'lat' 'long' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310890.63081984787
494,"['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'
 'coverp']",310879.2704799504
495,"['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'
 'powerc']",310983.0822135978
496,"['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'
 'powerc']",311049.6445598448
497,"['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'
 'powerc']",310872.90864900645
498,"['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'
 'powerc']",310996.80446058296
499,"['ageph' 'lat' 'long' 'usec' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310860.1308134997
500,"['ageph' 'lat' 'long' 'usec' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310922.1061094506
501,"['ageph' 'lat' 'long' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",310897.06675838266
502,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'
 'sportc' 'coverp']",310828.06457760197
503,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'
 'sportc' 'powerc']",310916.85421112843
504,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'
 'coverp' 'powerc']",310981.40557563945
505,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'sportc'
 'coverp' 'powerc']",310822.27439657896
506,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'fleetc' 'sportc'
 'coverp' 'powerc']",310955.5247005811
507,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'split' 'fleetc' 'sportc'
 'coverp' 'powerc']",310808.9014764063
508,"['ageph' 'lat' 'long' 'agecar' 'usec' 'fuelc' 'split' 'fleetc' 'sportc'
 'coverp' 'powerc']",310868.3135920403
509,"['ageph' 'lat' 'long' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'
 'coverp' 'powerc']",310845.634975294
510,"['ageph' 'lat' 'long' 'usec' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'
 'coverp' 'powerc']",310875.0644816777
511,"['ageph' 'lat' 'long' 'agecar' 'usec' 'sexp' 'fuelc' 'split' 'fleetc'
 'sportc' 'coverp' 'powerc']",310825.2511691377
512,['ageph'],311737.1673030924
513,['ageph' 'agecar'],311614.9715360137
514,['ageph' 'usec'],311712.45726066414
515,['ageph' 'sexp'],311656.82485002826
516,['ageph' 'fuelc'],311763.41566747817
517,['ageph' 'split'],311484.72402175673
518,['ageph' 'fleetc'],311733.3017413316
519,['ageph' 'sportc'],311647.03742494993
520,['ageph' 'coverp'],311541.685056768
521,['ageph' 'powerc'],311529.3263749413
522,['ageph' 'agecar' 'usec'],311588.86230894446
523,['ageph' 'agecar' 'sexp'],311551.6383137311
524,['ageph' 'agecar' 'fuelc'],311641.9845839858
525,['ageph' 'agecar' 'split'],311338.54011859675
526,['ageph' 'agecar' 'fleetc'],311610.7329477422
527,['ageph' 'agecar' 'sportc'],311520.4756687214
528,['ageph' 'agecar' 'coverp'],311421.8258422233
529,['ageph' 'agecar' 'powerc'],311422.3210377976
530,['ageph' 'usec' 'sexp'],311636.8320734198
531,['ageph' 'usec' 'fuelc'],311738.848073172
532,['ageph' 'usec' 'split'],311469.7878589576
533,['ageph' 'usec' 'fleetc'],311715.66547855287
534,['ageph' 'usec' 'sportc'],311621.78860730695
535,['ageph' 'usec' 'coverp'],311499.37095045834
536,['ageph' 'usec' 'powerc'],311513.74460663344
537,['ageph' 'sexp' 'fuelc'],311685.66107939626
538,['ageph' 'sexp' 'split'],311411.9939315229
539,['ageph' 'sexp' 'fleetc'],311652.9928073795
540,['ageph' 'sexp' 'sportc'],311549.76495264954
541,['ageph' 'sexp' 'coverp'],311500.2533422609
542,['ageph' 'sexp' 'powerc'],311470.04668696364
543,['ageph' 'fuelc' 'split'],311512.2210207112
544,['ageph' 'fuelc' 'fleetc'],311760.79222396825
545,['ageph' 'fuelc' 'sportc'],311669.05761775194
546,['ageph' 'fuelc' 'coverp'],311561.01432146895
547,['ageph' 'fuelc' 'powerc'],311544.78348180134
548,['ageph' 'split' 'fleetc'],311484.589886177
549,['ageph' 'split' 'sportc'],311377.3440365658
550,['ageph' 'split' 'coverp'],311348.2496569244
551,['ageph' 'split' 'powerc'],311310.9721155109
552,['ageph' 'fleetc' 'sportc'],311644.30050911545
553,['ageph' 'fleetc' 'coverp'],311529.3826968838
554,['ageph' 'fleetc' 'powerc'],311531.10366277676
555,['ageph' 'sportc' 'coverp'],311338.7055558877
556,['ageph' 'sportc' 'powerc'],311488.6731782685
557,['ageph' 'coverp' 'powerc'],311444.9707109843
558,['ageph' 'agecar' 'usec' 'sexp'],311530.33833157225
559,['ageph' 'agecar' 'usec' 'fuelc'],311614.5014860433
560,['ageph' 'agecar' 'usec' 'split'],311324.63892793586
561,['ageph' 'agecar' 'usec' 'fleetc'],311591.717916912
562,['ageph' 'agecar' 'usec' 'sportc'],311493.6289334203
563,['ageph' 'agecar' 'usec' 'coverp'],311383.28550755733
564,['ageph' 'agecar' 'usec' 'powerc'],311404.26640738704
565,['ageph' 'agecar' 'sexp' 'fuelc'],311578.6610516781
566,['ageph' 'agecar' 'sexp' 'split'],311281.80501568434
