,predictor,AIC
305,['ageph' 'agecar' 'split' 'sportc'],38870.87430584781
306,['ageph' 'agecar' 'split' 'coverp'],38853.98575428724
307,['ageph' 'agecar' 'split' 'powerc'],38867.88524843513
308,['ageph' 'agecar' 'fleetc' 'sportc'],39004.052512999435
309,['ageph' 'agecar' 'fleetc' 'coverp'],38997.115002389684
310,['ageph' 'agecar' 'fleetc' 'powerc'],39001.02502191126
311,['ageph' 'agecar' 'sportc' 'coverp'],38997.70010202839
312,['ageph' 'agecar' 'sportc' 'powerc'],39001.076072336444
313,['ageph' 'agecar' 'coverp' 'powerc'],38993.94929959951
314,['ageph' 'sexp' 'fuelc' 'split'],38864.96677852395
315,['ageph' 'sexp' 'fuelc' 'fleetc'],38998.39896745683
316,['ageph' 'sexp' 'fuelc' 'sportc'],39000.221981581824
317,['ageph' 'sexp' 'fuelc' 'coverp'],38987.94161686412
318,['ageph' 'sexp' 'fuelc' 'powerc'],38994.263316320794
319,['ageph' 'sexp' 'split' 'fleetc'],38876.8394076373
320,['ageph' 'sexp' 'split' 'sportc'],38877.11488262779
321,['ageph' 'sexp' 'split' 'coverp'],38857.94407554255
322,['ageph' 'sexp' 'split' 'powerc'],38873.90403298071
323,['ageph' 'sexp' 'fleetc' 'sportc'],39010.68796951299
324,['ageph' 'sexp' 'fleetc' 'coverp'],39001.248770406775
325,['ageph' 'sexp' 'fleetc' 'powerc'],39007.42321132331
326,['ageph' 'sexp' 'sportc' 'coverp'],39002.068753949075
327,['ageph' 'sexp' 'sportc' 'powerc'],39008.084148562804
328,['ageph' 'sexp' 'coverp' 'powerc'],38996.94677661491
329,['ageph' 'fuelc' 'split' 'fleetc'],38870.61402234783
330,['ageph' 'fuelc' 'split' 'sportc'],38870.96961502584
331,['ageph' 'fuelc' 'split' 'coverp'],38848.708011292656
332,['ageph' 'fuelc' 'split' 'powerc'],38867.00446094173
333,['ageph' 'fuelc' 'fleetc' 'sportc'],39004.90915382198
334,['ageph' 'fuelc' 'fleetc' 'coverp'],38993.30950079337
335,['ageph' 'fuelc' 'fleetc' 'powerc'],39000.94210395837
336,['ageph' 'fuelc' 'sportc' 'coverp'],38994.20029002033
337,['ageph' 'fuelc' 'sportc' 'powerc'],39001.764652969505
338,['ageph' 'fuelc' 'coverp' 'powerc'],38987.70016726328
339,['ageph' 'split' 'fleetc' 'sportc'],38880.79810407577
340,['ageph' 'split' 'fleetc' 'coverp'],38861.73159494607
341,['ageph' 'split' 'fleetc' 'powerc'],38878.79746990541
342,['ageph' 'split' 'sportc' 'coverp'],38861.487353087985
343,['ageph' 'split' 'sportc' 'powerc'],38878.118929388445
344,['ageph' 'split' 'coverp' 'powerc'],38857.04724052415
345,['ageph' 'fleetc' 'sportc' 'coverp'],39005.21162598212
346,['ageph' 'fleetc' 'sportc' 'powerc'],39011.964666485066
347,['ageph' 'fleetc' 'coverp' 'powerc'],39001.624839025215
348,['ageph' 'sportc' 'coverp' 'powerc'],39001.08735829425
349,['ageph' 'agecar' 'sexp' 'fuelc' 'split'],38855.51942224941
350,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc'],38988.10830475648
351,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc'],38989.69368196863
352,['ageph' 'agecar' 'sexp' 'fuelc' 'coverp'],38981.126907861864
353,['ageph' 'agecar' 'sexp' 'fuelc' 'powerc'],38981.4064118088
354,['ageph' 'agecar' 'sexp' 'split' 'fleetc'],38868.954366875674
355,['ageph' 'agecar' 'sexp' 'split' 'sportc'],38869.11341269612
356,['ageph' 'agecar' 'sexp' 'split' 'coverp'],38852.06786429472
357,['ageph' 'agecar' 'sexp' 'split' 'powerc'],38864.776638772564
358,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc'],39001.78017714937
359,['ageph' 'agecar' 'sexp' 'fleetc' 'coverp'],38994.68434701314
360,['ageph' 'agecar' 'sexp' 'fleetc' 'powerc'],38997.25091451319
361,['ageph' 'agecar' 'sexp' 'sportc' 'coverp'],38995.46644953062
362,['ageph' 'agecar' 'sexp' 'sportc' 'powerc'],38997.55174405755
363,['ageph' 'agecar' 'sexp' 'coverp' 'powerc'],38990.11217178413
364,['ageph' 'agecar' 'fuelc' 'split' 'fleetc'],38860.918239012964
365,['ageph' 'agecar' 'fuelc' 'split' 'sportc'],38861.15508729479
366,['ageph' 'agecar' 'fuelc' 'split' 'coverp'],38843.06796627999
367,['ageph' 'agecar' 'fuelc' 'split' 'powerc'],38855.27983116737
368,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc'],38994.29151056666
369,['ageph' 'agecar' 'fuelc' 'fleetc' 'coverp'],38986.456816656
370,['ageph' 'agecar' 'fuelc' 'fleetc' 'powerc'],38988.26549544351
371,['ageph' 'agecar' 'fuelc' 'sportc' 'coverp'],38987.30717091001
372,['ageph' 'agecar' 'fuelc' 'sportc' 'powerc'],38988.690077443425
373,['ageph' 'agecar' 'fuelc' 'coverp' 'powerc'],38980.205553612854
374,['ageph' 'agecar' 'split' 'fleetc' 'sportc'],38872.556163247944
375,['ageph' 'agecar' 'split' 'fleetc' 'coverp'],38855.932409338624
376,['ageph' 'agecar' 'split' 'fleetc' 'powerc'],38869.50039456467
377,['ageph' 'agecar' 'split' 'sportc' 'coverp'],38855.69012949914
378,['ageph' 'agecar' 'split' 'sportc' 'powerc'],38868.575365732446
379,['ageph' 'agecar' 'split' 'coverp' 'powerc'],38851.4425281947
380,['ageph' 'agecar' 'fleetc' 'sportc' 'coverp'],38998.627778481256
381,['ageph' 'agecar' 'fleetc' 'sportc' 'powerc'],39001.41105026867
382,['ageph' 'agecar' 'fleetc' 'coverp' 'powerc'],38994.77875506192
383,['ageph' 'agecar' 'sportc' 'coverp' 'powerc'],38994.19398225493
384,['ageph' 'sexp' 'fuelc' 'split' 'fleetc'],38866.45126144628
385,['ageph' 'sexp' 'fuelc' 'split' 'sportc'],38866.931882705634
386,['ageph' 'sexp' 'fuelc' 'split' 'coverp'],38844.79297971642
387,['ageph' 'sexp' 'fuelc' 'split' 'powerc'],38860.889783265055
388,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc'],39000.28813034211
389,['ageph' 'sexp' 'fuelc' 'fleetc' 'coverp'],38988.70165334027
390,['ageph' 'sexp' 'fuelc' 'fleetc' 'powerc'],38994.074088220455
391,['ageph' 'sexp' 'fuelc' 'sportc' 'coverp'],38989.80654509454
392,['ageph' 'sexp' 'fuelc' 'sportc' 'powerc'],38995.24032210663
393,['ageph' 'sexp' 'fuelc' 'coverp' 'powerc'],38980.64294542311
394,['ageph' 'sexp' 'split' 'fleetc' 'sportc'],38878.64140223563
395,['ageph' 'sexp' 'split' 'fleetc' 'coverp'],38859.85649793009
396,['ageph' 'sexp' 'split' 'fleetc' 'powerc'],38875.318547385796
397,['ageph' 'sexp' 'split' 'sportc' 'coverp'],38859.705864345284
398,['ageph' 'sexp' 'split' 'sportc' 'powerc'],38874.78528646136
399,['ageph' 'sexp' 'split' 'coverp' 'powerc'],38853.66363749731
400,['ageph' 'sexp' 'fleetc' 'sportc' 'coverp'],39002.83746028604
401,['ageph' 'sexp' 'fleetc' 'sportc' 'powerc'],39008.0263382754
402,['ageph' 'sexp' 'fleetc' 'coverp' 'powerc'],38997.580368575465
403,['ageph' 'sexp' 'sportc' 'coverp' 'powerc'],38997.265316862766
404,['ageph' 'fuelc' 'split' 'fleetc' 'sportc'],38872.53153915251
405,['ageph' 'fuelc' 'split' 'fleetc' 'coverp'],38850.650445158855
406,['ageph' 'fuelc' 'split' 'fleetc' 'powerc'],38868.464698792915
407,['ageph' 'fuelc' 'split' 'sportc' 'coverp'],38850.616481122895
408,['ageph' 'fuelc' 'split' 'sportc' 'powerc'],38868.126474080185
409,['ageph' 'fuelc' 'split' 'coverp' 'powerc'],38842.96403462652
410,['ageph' 'fuelc' 'fleetc' 'sportc' 'coverp'],38995.08973655024
411,['ageph' 'fuelc' 'fleetc' 'sportc' 'powerc'],39001.8133548307
412,['ageph' 'fuelc' 'fleetc' 'coverp' 'powerc'],38988.483015394464
413,['ageph' 'fuelc' 'sportc' 'coverp' 'powerc'],38988.31994684663
414,['ageph' 'split' 'fleetc' 'sportc' 'coverp'],38863.42635633223
415,['ageph' 'split' 'fleetc' 'sportc' 'powerc'],38879.62574942664
416,['ageph' 'split' 'fleetc' 'coverp' 'powerc'],38858.959122620065
417,['ageph' 'split' 'sportc' 'coverp' 'powerc'],38857.574856091065
418,['ageph' 'fleetc' 'sportc' 'coverp' 'powerc'],39001.88130680117
419,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc'],38857.12977036607
420,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc'],38857.48225048092
421,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'coverp'],38839.15475296886
422,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'powerc'],38849.32224787512
423,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc'],38990.00035140463
424,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'coverp'],38981.950150093915
425,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'powerc'],38981.49402161827
426,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'coverp'],38983.00472216112
427,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'powerc'],38982.251460444066
428,['ageph' 'agecar' 'sexp' 'fuelc' 'coverp' 'powerc'],38973.23647253223
429,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc'],38870.74176100736
430,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'coverp'],38853.99220290186
431,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'powerc'],38866.31356444467
432,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'coverp'],38853.841231268765
433,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'powerc'],38865.52958530021
434,['ageph' 'agecar' 'sexp' 'split' 'coverp' 'powerc'],38848.05825669614
435,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp'],38996.2970048151
436,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'powerc'],38997.72579856334
437,['ageph' 'agecar' 'sexp' 'fleetc' 'coverp' 'powerc'],38990.81159012731
438,['ageph' 'agecar' 'sexp' 'sportc' 'coverp' 'powerc'],38990.44634097056
439,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc'],38862.833803778085
440,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp'],38845.019518228975
441,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'powerc'],38856.87846368917
442,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'coverp'],38844.98052723816
443,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'powerc'],38856.27422203921
444,['ageph' 'agecar' 'fuelc' 'split' 'coverp' 'powerc'],38837.33402192861
445,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp'],38988.25377052076
446,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'powerc'],38989.00136381528
447,['ageph' 'agecar' 'fuelc' 'fleetc' 'coverp' 'powerc'],38981.0460614996
448,['ageph' 'agecar' 'fuelc' 'sportc' 'coverp' 'powerc'],38980.81913385153
449,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'coverp'],38857.63872903963
450,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'powerc'],38870.1961118927
451,['ageph' 'agecar' 'split' 'fleetc' 'coverp' 'powerc'],38853.36650266762
452,['ageph' 'agecar' 'split' 'sportc' 'coverp' 'powerc'],38851.99863609275
453,['ageph' 'agecar' 'fleetc' 'sportc' 'coverp' 'powerc'],38995.04618429165
454,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],38868.418569741545
455,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],38846.70679441226
456,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],38862.23232780299
457,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],38846.75330053512
458,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],38862.10383711644
459,['ageph' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],38836.43289990572
460,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],38990.57572311335
461,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],38995.070817725835
462,['ageph' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],38981.261448380596
463,['ageph' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],38981.39693139939
464,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],38861.62087879047
465,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],38876.20501431625
466,['ageph' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],38855.53719889403
467,['ageph' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],38854.25478447813
468,['ageph' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],38997.92580441409
469,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],38852.56005195367
470,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],38869.59111434798
471,['ageph' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],38844.87851692943
472,['ageph' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],38843.84433362948
473,['ageph' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],38989.12465077033
474,['ageph' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],38859.49083945999
475,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc'],38859.09460327221
476,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp'],38841.080232624234
477,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'powerc'],38850.81922294153
478,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp'],38841.11770975039
479,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'powerc'],38850.41413038969
480,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'coverp' 'powerc'],38830.87088692853
481,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp'],38983.83606190309
482,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'powerc'],38982.360927205926
483,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'coverp' 'powerc'],38973.918494492864
484,['ageph' 'agecar' 'sexp' 'fuelc' 'sportc' 'coverp' 'powerc'],38973.98436850038
485,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp'],38855.76782299012
486,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'powerc'],38867.07315802729
487,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'coverp' 'powerc'],38849.94699073186
488,['ageph' 'agecar' 'sexp' 'split' 'sportc' 'coverp' 'powerc'],38848.68051159483
489,['ageph' 'agecar' 'sexp' 'fleetc' 'sportc' 'coverp' 'powerc'],38991.17045001394
490,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],38846.93305237958
491,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],38857.87811004778
492,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],38839.259477120686
493,['ageph' 'agecar' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],38838.219859150544
494,['ageph' 'agecar' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],38981.67978966034
495,['ageph' 'agecar' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],38853.92609786131
496,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],38848.66814892147
497,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],38863.45183492234
498,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],38838.299519896726
499,['ageph' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],38837.416707202116
500,['ageph' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],38982.0391209225
501,['ageph' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],38856.133500524855
502,['ageph' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],38845.76236812417
503,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'],38843.044080328684
504,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'powerc'],38851.91750327923
505,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'coverp' 'powerc'],38832.752098000565
506,['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'sportc' 'coverp' 'powerc'],38831.86042732332
507,['ageph' 'agecar' 'sexp' 'fuelc' 'fleetc' 'sportc' 'coverp' 'powerc'],38974.68833158181
508,['ageph' 'agecar' 'sexp' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],38850.57369772435
509,['ageph' 'agecar' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],38840.14838181596
510,['ageph' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp' 'powerc'],38839.287980449844
511,"['ageph' 'agecar' 'sexp' 'fuelc' 'split' 'fleetc' 'sportc' 'coverp'
 'powerc']",38833.74572656265
